ip,ms,x,y,z,
192.168.1.109,1222,0.208984375,0.146484375,0.916015625,
192.168.1.109,1224,0.197265625,0.169921875,0.912109375,
192.168.1.109,1227,0.18359375,0.19921875,0.935546875,
192.168.1.109,1229,0.162109375,0.240234375,0.94140625,
192.168.1.109,1233,0.15234375,0.279296875,0.97265625,
192.168.1.109,1236,0.158203125,0.310546875,0.95703125,
192.168.1.109,1238,0.1484375,0.3359375,0.9609375,
192.168.1.109,1241,0.154296875,0.3515625,0.9765625,
192.168.1.109,1243,0.150390625,0.341796875,1.00390625,
192.168.1.109,1246,0.13671875,0.36328125,1.001953125,
192.168.1.109,1248,0.13671875,0.3828125,0.966796875,
192.168.1.109,1251,0.130859375,0.431640625,0.93359375,
192.168.1.109,1253,0.1328125,0.470703125,0.91796875,
192.168.1.109,1256,0.14453125,0.498046875,0.95703125,
192.168.1.109,1259,0.173828125,0.505859375,1.00390625,
192.168.1.109,1261,0.201171875,0.494140625,1.048828125,
192.168.1.109,1264,0.2421875,0.474609375,1.080078125,
192.168.1.109,1266,0.25390625,0.451171875,1.068359375,
192.168.1.109,1269,0.23828125,0.4453125,1.111328125,
192.168.1.109,1271,0.236328125,0.443359375,1.078125,
192.168.1.109,1274,0.216796875,0.4453125,1.056640625,
192.168.1.109,1276,0.20703125,0.466796875,1.0859375,
192.168.1.109,1279,0.216796875,0.4765625,1.111328125,
192.168.1.109,1281,0.208984375,0.482421875,1.138671875,
192.168.1.109,1284,0.216796875,0.517578125,1.1484375,
192.168.1.109,1287,0.212890625,0.53125,1.205078125,
192.168.1.109,1289,0.205078125,0.533203125,1.189453125,
192.168.1.109,1292,0.224609375,0.548828125,1.19921875,
192.168.1.109,1294,0.203125,0.55078125,1.25,
192.168.1.109,1297,0.197265625,0.560546875,1.263671875,
192.168.1.109,1299,0.22265625,0.55078125,1.314453125,
192.168.1.109,1302,0.23828125,0.556640625,1.31640625,
192.168.1.109,1305,0.234375,0.541015625,1.330078125,
192.168.1.109,1307,0.271484375,0.552734375,1.349609375,
192.168.1.109,1310,0.2734375,0.57421875,1.291015625,
192.168.1.109,1312,0.2890625,0.560546875,1.2734375,
192.168.1.109,1315,0.263671875,0.548828125,1.212890625,
192.168.1.109,1317,0.2421875,0.525390625,1.158203125,
192.168.1.109,1320,0.224609375,0.53125,1.14453125,
192.168.1.109,1323,0.1953125,0.5546875,1.14453125,
192.168.1.109,1325,0.1953125,0.48828125,1.115234375,
192.168.1.109,1330,0.19921875,0.462890625,1.0625,
192.168.1.109,1332,0.193359375,0.443359375,1.044921875,
192.168.1.109,1336,0.193359375,0.3984375,1.01171875,
192.168.1.109,1340,0.19140625,0.37109375,0.978515625,
192.168.1.109,1342,0.1875,0.36328125,0.978515625,
192.168.1.109,1345,0.177734375,0.341796875,0.951171875,
192.168.1.109,1347,0.16796875,0.337890625,0.951171875,
192.168.1.109,1350,0.185546875,0.318359375,0.892578125,
192.168.1.109,1352,0.177734375,0.29296875,0.88671875,
192.168.1.109,1355,0.1796875,0.279296875,0.900390625,
192.168.1.109,1357,0.177734375,0.259765625,0.87890625,
192.168.1.109,1360,0.158203125,0.251953125,0.814453125,
192.168.1.109,1362,0.1484375,0.232421875,0.796875,
192.168.1.109,1365,0.126953125,0.20703125,0.75390625,
192.168.1.109,1367,0.1171875,0.173828125,0.703125,
192.168.1.109,1370,0.109375,0.15234375,0.685546875,
192.168.1.109,1372,0.1015625,0.119140625,0.6640625,
192.168.1.109,1375,0.08984375,0.091796875,0.6640625,
192.168.1.109,1377,0.078125,0.072265625,0.6640625,
192.168.1.109,1380,0.072265625,0.04296875,0.677734375,
192.168.1.109,1382,0.060546875,0.033203125,0.697265625,
192.168.1.109,1385,0.056640625,0.00390625,0.701171875,
192.168.1.109,1387,0.0546875,-0.029296875,0.72265625,
192.168.1.109,1390,0.0546875,-0.064453125,0.734375,
192.168.1.109,1393,0.052734375,-0.091796875,0.75390625,
192.168.1.109,1395,0.052734375,-0.1328125,0.76953125,
192.168.1.109,1398,0.052734375,-0.169921875,0.77734375,
192.168.1.109,1400,0.044921875,-0.2109375,0.794921875,
192.168.1.109,1403,0.033203125,-0.25390625,0.81640625,
192.168.1.109,1405,0.02734375,-0.291015625,0.826171875,
192.168.1.109,1408,0.01953125,-0.3203125,0.84375,
192.168.1.109,1410,0.013671875,-0.357421875,0.861328125,
192.168.1.109,1413,0.013671875,-0.3984375,0.87109375,
192.168.1.109,1415,0.015625,-0.4296875,0.88671875,
192.168.1.109,1418,0.015625,-0.462890625,0.896484375,
192.168.1.109,1421,0.01171875,-0.484375,0.90234375,
192.168.1.109,1423,0.0078125,-0.501953125,0.916015625,
192.168.1.109,1426,0.005859375,-0.517578125,0.92578125,
192.168.1.109,1429,0.00390625,-0.537109375,0.94140625,
192.168.1.109,1431,-0.0078125,-0.55078125,0.9296875,
192.168.1.109,1434,-0.01171875,-0.57421875,0.962890625,
192.168.1.109,1436,-0.03125,-0.591796875,0.990234375,
192.168.1.109,1439,-0.025390625,-0.626953125,0.99609375,
192.168.1.109,1442,-0.03515625,-0.65625,1.0,
192.168.1.109,1444,-0.029296875,-0.68359375,0.984375,
192.168.1.109,1447,-0.03125,-0.712890625,0.98046875,
192.168.1.109,1449,-0.00390625,-0.748046875,0.97265625,
192.168.1.109,1452,-0.00390625,-0.78125,0.98828125,
192.168.1.109,1456,-0.01171875,-0.83203125,0.96875,
192.168.1.109,1459,-0.0234375,-0.8515625,0.958984375,
192.168.1.109,1461,-0.017578125,-0.87109375,0.935546875,
192.168.1.109,1464,-0.0234375,-0.880859375,0.91796875,
192.168.1.109,1466,-0.015625,-0.8828125,0.89453125,
192.168.1.109,1469,-0.009765625,-0.8828125,0.873046875,
192.168.1.109,1471,-0.00390625,-0.876953125,0.841796875,
192.168.1.109,1474,-0.005859375,-0.85546875,0.80859375,
192.168.1.109,1476,-0.01171875,-0.83203125,0.783203125,
192.168.1.109,1479,-0.009765625,-0.80078125,0.7578125,
192.168.1.109,1481,-0.015625,-0.775390625,0.75,
192.168.1.109,1484,-0.017578125,-0.732421875,0.734375,
192.168.1.109,1486,-0.021484375,-0.6875,0.71875,
192.168.1.109,1490,-0.015625,-0.640625,0.736328125,
192.168.1.109,1493,-0.017578125,-0.591796875,0.759765625,
192.168.1.109,1495,-0.01171875,-0.556640625,0.767578125,
192.168.1.109,1498,-0.015625,-0.5234375,0.7578125,
192.168.1.109,1500,-0.017578125,-0.482421875,0.775390625,
192.168.1.109,1503,-0.01953125,-0.43359375,0.77734375,
192.168.1.109,1505,-0.013671875,-0.388671875,0.7890625,
192.168.1.109,1508,0.01171875,-0.3515625,0.783203125,
192.168.1.109,1510,0.033203125,-0.328125,0.828125,
192.168.1.109,1513,0.041015625,-0.287109375,0.82421875,
192.168.1.109,1515,0.044921875,-0.24609375,0.87890625,
192.168.1.109,1518,0.052734375,-0.212890625,0.904296875,
192.168.1.109,1520,0.056640625,-0.17578125,0.9140625,
192.168.1.109,1523,0.056640625,-0.15625,0.951171875,
192.168.1.109,1525,0.0625,-0.1171875,0.96875,
192.168.1.109,1528,0.072265625,-0.1015625,0.9765625,
192.168.1.109,1531,0.0859375,-0.08203125,0.986328125,
192.168.1.109,1535,0.083984375,-0.068359375,1.025390625,
192.168.1.109,1538,0.095703125,-0.064453125,1.013671875,
192.168.1.109,1540,0.083984375,-0.072265625,0.943359375,
192.168.1.109,1543,0.09375,-0.1484375,0.837890625,
192.168.1.109,1545,0.16015625,-0.064453125,0.974609375,
192.168.1.109,1548,0.12890625,-0.029296875,0.96875,
192.168.1.109,1550,0.12890625,0.0546875,1.00390625,
192.168.1.109,1553,0.142578125,0.11328125,1.0078125,
192.168.1.109,1556,0.15234375,0.150390625,1.001953125,
192.168.1.109,1558,0.17578125,0.203125,1.005859375,
192.168.1.109,1561,0.212890625,0.271484375,1.044921875,
192.168.1.109,1564,0.1953125,0.34765625,1.046875,
192.168.1.109,1566,0.171875,0.365234375,1.0,
192.168.1.109,1569,0.20703125,0.404296875,1.037109375,
192.168.1.109,1571,0.220703125,0.453125,1.052734375,
192.168.1.109,1575,0.23046875,0.5546875,1.08984375,
192.168.1.109,1578,0.23828125,0.59765625,1.09375,
192.168.1.109,1580,0.25390625,0.6484375,1.111328125,
192.168.1.109,1583,0.2578125,0.703125,1.119140625,
192.168.1.109,1587,0.251953125,0.75390625,1.14453125,
192.168.1.109,1589,0.251953125,0.806640625,1.16796875,
192.168.1.109,1592,0.255859375,0.861328125,1.16015625,
192.168.1.109,1594,0.25,0.904296875,1.1875,
192.168.1.109,1597,0.240234375,0.94140625,1.1953125,
192.168.1.109,1599,0.2421875,0.966796875,1.2265625,
192.168.1.109,1602,0.255859375,0.990234375,1.232421875,
192.168.1.109,1604,0.26171875,1.01171875,1.220703125,
192.168.1.109,1607,0.2421875,1.03515625,1.212890625,
192.168.1.109,1609,0.216796875,1.044921875,1.2265625,
192.168.1.109,1612,0.21484375,1.044921875,1.255859375,
192.168.1.109,1614,0.232421875,1.03125,1.2421875,
192.168.1.109,1617,0.236328125,1.0234375,1.232421875,
192.168.1.109,1619,0.228515625,1.01171875,1.216796875,
192.168.1.109,1622,0.22265625,0.998046875,1.22265625,
192.168.1.109,1624,0.224609375,0.98828125,1.224609375,
192.168.1.109,1627,0.232421875,0.97265625,1.228515625,
192.168.1.109,1629,0.234375,0.953125,1.21875,
192.168.1.109,1632,0.228515625,0.9375,1.205078125,
192.168.1.109,1635,0.212890625,0.978515625,1.22265625,
192.168.1.109,1637,0.251953125,0.876953125,1.095703125,
192.168.1.109,1640,0.22265625,0.935546875,1.193359375,
192.168.1.109,1642,0.21875,0.8515625,1.095703125,
192.168.1.109,1645,0.19921875,0.845703125,1.099609375,
192.168.1.109,1647,0.197265625,0.818359375,1.072265625,
192.168.1.109,1650,0.201171875,0.828125,1.099609375,
192.168.1.109,1652,0.21875,0.787109375,1.119140625,
192.168.1.109,1655,0.23828125,0.740234375,1.125,
192.168.1.109,1658,0.25,0.671875,1.115234375,
192.168.1.109,1660,0.220703125,0.640625,1.048828125,
192.168.1.109,1663,0.17578125,0.60546875,1.0234375,
192.168.1.109,1665,0.171875,0.580078125,0.98828125,
192.168.1.109,1668,0.142578125,0.552734375,0.953125,
192.168.1.109,1670,0.138671875,0.517578125,0.92578125,
192.168.1.109,1673,0.15234375,0.482421875,0.8828125,
192.168.1.109,1676,0.15234375,0.4765625,0.896484375,
192.168.1.109,1678,0.138671875,0.466796875,0.86328125,
192.168.1.109,1681,0.158203125,0.443359375,0.88671875,
192.168.1.109,1683,0.185546875,0.408203125,0.890625,
192.168.1.109,1686,0.162109375,0.3828125,0.884765625,
192.168.1.109,1689,0.1328125,0.357421875,0.884765625,
192.168.1.109,1693,0.158203125,0.294921875,0.810546875,
192.168.1.109,1695,0.162109375,0.265625,0.794921875,
192.168.1.109,1698,0.154296875,0.224609375,0.78125,
192.168.1.109,1700,0.142578125,0.181640625,0.76953125,
192.168.1.109,1702,0.134765625,0.1484375,0.759765625,
192.168.1.109,1705,0.125,0.1171875,0.755859375,
192.168.1.109,1707,0.1171875,0.08203125,0.765625,
192.168.1.109,1710,0.099609375,0.048828125,0.783203125,
192.168.1.109,1712,0.087890625,0.0078125,0.7734375,
192.168.1.109,1716,0.072265625,-0.04296875,0.7734375,
192.168.1.109,1719,0.056640625,-0.1015625,0.787109375,
192.168.1.109,1721,0.03515625,-0.150390625,0.78515625,
192.168.1.109,1724,0.04296875,-0.21875,0.759765625,
192.168.1.109,1726,0.0390625,-0.29296875,0.75390625,
192.168.1.109,1729,0.01171875,-0.3828125,0.759765625,
192.168.1.109,1731,0.015625,-0.4609375,0.75,
192.168.1.109,1734,0.0078125,-0.548828125,0.748046875,
192.168.1.109,1736,-0.013671875,-0.626953125,0.73046875,
192.168.1.109,1739,-0.033203125,-0.705078125,0.748046875,
192.168.1.109,1742,-0.04296875,-0.791015625,0.740234375,
192.168.1.109,1744,-0.05859375,-0.869140625,0.708984375,
192.168.1.109,1747,-0.05859375,-0.9375,0.763671875,
192.168.1.109,1749,-0.080078125,-0.99609375,0.78515625,
192.168.1.109,1752,-0.076171875,-1.060546875,0.76953125,
192.168.1.109,1754,-0.095703125,-1.08984375,0.75,
192.168.1.109,1757,-0.09765625,-1.123046875,0.775390625,
192.168.1.109,1759,-0.099609375,-1.158203125,0.771484375,
192.168.1.109,1762,-0.107421875,-1.177734375,0.79296875,
192.168.1.109,1764,-0.09375,-1.181640625,0.787109375,
192.168.1.109,1767,-0.08984375,-1.18359375,0.810546875,
192.168.1.109,1770,-0.111328125,-1.18359375,0.8203125,
192.168.1.109,1772,-0.11328125,-1.185546875,0.7890625,
192.168.1.109,1775,-0.111328125,-1.1796875,0.77734375,
192.168.1.109,1777,-0.123046875,-1.162109375,0.806640625,
192.168.1.109,1780,-0.1484375,-1.142578125,0.80078125,
192.168.1.109,1782,-0.146484375,-1.126953125,0.77734375,
192.168.1.109,1785,-0.142578125,-1.095703125,0.77734375,
192.168.1.109,1788,-0.15234375,-1.060546875,0.748046875,
192.168.1.109,1790,-0.16015625,-1.0390625,0.73828125,
192.168.1.109,1793,-0.142578125,-1.0234375,0.69921875,
192.168.1.109,1795,-0.126953125,-1.009765625,0.716796875,
192.168.1.109,1798,-0.125,-0.98828125,0.73046875,
192.168.1.109,1801,-0.158203125,-0.958984375,0.669921875,
192.168.1.109,1803,-0.142578125,-0.939453125,0.673828125,
192.168.1.109,1807,-0.138671875,-0.912109375,0.697265625,
192.168.1.109,1810,-0.12890625,-0.896484375,0.708984375,
192.168.1.109,1812,-0.123046875,-0.880859375,0.716796875,
192.168.1.109,1815,-0.109375,-0.857421875,0.712890625,
192.168.1.109,1817,-0.095703125,-0.830078125,0.71875,
192.168.1.109,1819,-0.08203125,-0.802734375,0.716796875,
192.168.1.109,1822,-0.07421875,-0.765625,0.72265625,
192.168.1.109,1824,-0.056640625,-0.7265625,0.720703125,
192.168.1.109,1827,-0.04296875,-0.6875,0.7109375,
192.168.1.109,1829,-0.033203125,-0.642578125,0.69140625,
192.168.1.109,1832,-0.017578125,-0.587890625,0.701171875,
192.168.1.109,1836,-0.013671875,-0.53125,0.724609375,
192.168.1.109,1838,-0.005859375,-0.47265625,0.7578125,
192.168.1.109,1841,0.013671875,-0.42578125,0.70703125,
192.168.1.109,1844,0.033203125,-0.37890625,0.736328125,
192.168.1.109,1846,0.0234375,-0.322265625,0.763671875,
192.168.1.109,1849,0.046875,-0.2734375,0.744140625,
192.168.1.109,1851,0.03515625,-0.21484375,0.7421875,
192.168.1.109,1854,0.048828125,-0.177734375,0.7421875,
192.168.1.109,1856,0.056640625,-0.140625,0.76171875,
192.168.1.109,1859,0.0625,-0.087890625,0.7734375,
192.168.1.109,1861,0.048828125,-0.05078125,0.771484375,
192.168.1.109,1864,0.0625,-0.017578125,0.755859375,
192.168.1.109,1866,0.068359375,0.015625,0.76953125,
192.168.1.109,1869,0.107421875,0.048828125,0.802734375,
192.168.1.109,1871,0.111328125,0.08984375,0.8046875,
192.168.1.109,1874,0.125,0.13671875,0.841796875,
192.168.1.109,1876,0.12890625,0.212890625,0.84765625,
192.168.1.109,1879,0.138671875,0.259765625,0.8515625,
192.168.1.109,1882,0.1015625,0.24609375,0.751953125,
192.168.1.109,1884,0.10546875,0.236328125,0.669921875,
192.168.1.109,1887,0.18359375,0.3828125,0.822265625,
192.168.1.109,1889,0.16015625,0.4296875,0.8203125,
192.168.1.109,1892,0.16015625,0.529296875,0.90625,
192.168.1.109,1894,0.173828125,0.619140625,0.943359375,
192.168.1.109,1897,0.19140625,0.69921875,1.0,
192.168.1.109,1900,0.2109375,0.75390625,1.0390625,
192.168.1.109,1902,0.208984375,0.8046875,1.0859375,
192.168.1.109,1905,0.185546875,0.8671875,1.0859375,
192.168.1.109,1907,0.17578125,0.921875,1.150390625,
192.168.1.109,1910,0.20703125,0.96484375,1.17578125,
192.168.1.109,1913,0.203125,1.005859375,1.20703125,
192.168.1.109,1917,0.2109375,1.080078125,1.283203125,
192.168.1.109,1919,0.228515625,1.119140625,1.318359375,
192.168.1.109,1922,0.2265625,1.14453125,1.357421875,
192.168.1.109,1926,0.203125,1.189453125,1.353515625,
192.168.1.109,1930,0.1953125,1.205078125,1.3828125,
192.168.1.109,1932,0.203125,1.2265625,1.416015625,
192.168.1.109,1935,0.205078125,1.228515625,1.40625,
192.168.1.109,1937,0.216796875,1.2265625,1.42578125,
192.168.1.109,1940,0.220703125,1.21875,1.4375,
192.168.1.109,1942,0.228515625,1.208984375,1.451171875,
192.168.1.109,1945,0.232421875,1.205078125,1.482421875,
192.168.1.109,1947,0.23046875,1.19921875,1.517578125,
192.168.1.109,1950,0.2421875,1.1875,1.544921875,
192.168.1.109,1952,0.259765625,1.171875,1.578125,
192.168.1.109,1955,0.27734375,1.162109375,1.6015625,
192.168.1.109,1957,0.275390625,1.138671875,1.619140625,
192.168.1.109,1960,0.287109375,1.123046875,1.63671875,
192.168.1.109,1962,0.279296875,1.0859375,1.609375,
192.168.1.109,1965,0.275390625,1.099609375,1.6328125,
192.168.1.109,1967,0.259765625,1.078125,1.603515625,
192.168.1.109,1970,0.248046875,1.052734375,1.56640625,
192.168.1.109,1972,0.244140625,1.01953125,1.51953125,
192.168.1.109,1975,0.244140625,0.9765625,1.4609375,
192.168.1.109,1977,0.25390625,0.9375,1.396484375,
192.168.1.109,1980,0.248046875,0.88671875,1.310546875,
192.168.1.109,1983,0.220703125,0.833984375,1.2109375,
192.168.1.109,1985,0.208984375,0.79296875,1.125,
192.168.1.109,1988,0.203125,0.74609375,1.046875,
192.168.1.109,1990,0.203125,0.6875,0.986328125,
192.168.1.109,1993,0.201171875,0.6328125,0.9375,
192.168.1.109,1995,0.189453125,0.576171875,0.87890625,
192.168.1.109,1998,0.1796875,0.509765625,0.82421875,
192.168.1.109,2000,0.171875,0.443359375,0.779296875,
192.168.1.109,2003,0.15234375,0.37890625,0.74609375,
192.168.1.109,2006,0.138671875,0.314453125,0.7109375,
192.168.1.109,2009,0.130859375,0.25390625,0.66796875,
192.168.1.109,2011,0.12109375,0.1796875,0.671875,
192.168.1.109,2014,0.109375,0.115234375,0.654296875,
192.168.1.109,2016,0.09375,0.06640625,0.677734375,
192.168.1.109,2019,0.072265625,0.01953125,0.662109375,
192.168.1.109,2021,0.068359375,-0.025390625,0.669921875,
192.168.1.109,2024,0.0390625,-0.087890625,0.673828125,
192.168.1.109,2027,0.02734375,-0.14453125,0.69140625,
192.168.1.109,2029,0.0390625,-0.212890625,0.705078125,
192.168.1.109,2032,0.01953125,-0.263671875,0.74609375,
192.168.1.109,2034,0.01171875,-0.306640625,0.755859375,
192.168.1.109,2037,0.01953125,-0.37109375,0.7421875,
192.168.1.109,2040,0.013671875,-0.40234375,0.6953125,
192.168.1.109,2044,0.013671875,-0.48046875,0.740234375,
192.168.1.109,2046,-0.01953125,-0.515625,0.763671875,
192.168.1.109,2049,-0.02734375,-0.546875,0.78125,
192.168.1.109,2051,-0.0390625,-0.587890625,0.791015625,
192.168.1.109,2054,-0.046875,-0.625,0.8046875,
192.168.1.109,2056,-0.0546875,-0.66796875,0.814453125,
192.168.1.109,2058,-0.06640625,-0.7109375,0.802734375,
192.168.1.109,2061,-0.080078125,-0.763671875,0.8125,
192.168.1.109,2063,-0.07421875,-0.826171875,0.82421875,
192.168.1.109,2066,-0.08984375,-0.890625,0.806640625,
192.168.1.109,2068,-0.078125,-0.94140625,0.794921875,
192.168.1.109,2071,-0.09765625,-0.990234375,0.791015625,
192.168.1.109,2075,-0.111328125,-1.03515625,0.80859375,
192.168.1.109,2077,-0.14453125,-1.08203125,0.783203125,
192.168.1.109,2080,-0.1484375,-1.11328125,0.80078125,
192.168.1.109,2082,-0.150390625,-1.15625,0.806640625,
192.168.1.109,2085,-0.14453125,-1.19140625,0.828125,
192.168.1.109,2087,-0.126953125,-1.205078125,0.794921875,
192.168.1.109,2090,-0.146484375,-1.216796875,0.779296875,
192.168.1.109,2093,-0.171875,-1.2265625,0.751953125,
192.168.1.109,2095,-0.169921875,-1.220703125,0.76171875,
192.168.1.109,2098,-0.166015625,-1.21484375,0.728515625,
192.168.1.109,2100,-0.201171875,-1.208984375,0.73046875,
192.168.1.109,2103,-0.22265625,-1.1953125,0.70703125,
192.168.1.109,2105,-0.240234375,-1.185546875,0.677734375,
192.168.1.109,2108,-0.23046875,-1.169921875,0.626953125,
192.168.1.109,2110,-0.2265625,-1.1796875,0.60546875,
192.168.1.109,2113,-0.228515625,-1.173828125,0.578125,
192.168.1.109,2115,-0.240234375,-1.171875,0.57421875,
192.168.1.109,2118,-0.234375,-1.14453125,0.537109375,
192.168.1.109,2121,-0.2109375,-1.134765625,0.5078125,
192.168.1.109,2123,-0.193359375,-1.115234375,0.498046875,
192.168.1.109,2126,-0.203125,-1.09765625,0.486328125,
192.168.1.109,2128,-0.1796875,-1.068359375,0.474609375,
192.168.1.109,2131,-0.181640625,-1.03515625,0.48828125,
192.168.1.109,2134,-0.16796875,-1.001953125,0.447265625,
192.168.1.109,2136,-0.171875,-0.94921875,0.4609375,
192.168.1.109,2139,-0.14453125,-0.908203125,0.41796875,
192.168.1.109,2141,-0.126953125,-0.86328125,0.46484375,
192.168.1.109,2144,-0.119140625,-0.8125,0.46484375,
192.168.1.109,2147,-0.099609375,-0.69921875,0.525390625,
192.168.1.109,2149,-0.0859375,-0.62890625,0.4921875,
192.168.1.109,2153,-0.05078125,-0.560546875,0.50390625,
192.168.1.109,2156,-0.03515625,-0.490234375,0.515625,
192.168.1.109,2159,-0.021484375,-0.41796875,0.52734375,
192.168.1.109,2161,0.005859375,-0.353515625,0.541015625,
192.168.1.109,2164,0.00390625,-0.271484375,0.56640625,
192.168.1.109,2166,0.0234375,-0.1953125,0.59765625,
192.168.1.109,2168,0.029296875,-0.12890625,0.63671875,
192.168.1.109,2171,0.05078125,-0.06640625,0.66015625,
192.168.1.109,2173,0.052734375,0.00390625,0.681640625,
192.168.1.109,2176,0.05859375,0.0703125,0.70703125,
192.168.1.109,2178,0.068359375,0.13671875,0.728515625,
192.168.1.109,2181,0.08203125,0.197265625,0.76171875,
192.168.1.109,2183,0.09765625,0.267578125,0.798828125,
192.168.1.109,2186,0.103515625,0.33203125,0.830078125,
192.168.1.109,2188,0.111328125,0.396484375,0.859375,
192.168.1.109,2191,0.119140625,0.455078125,0.8828125,
192.168.1.109,2193,0.12890625,0.5078125,0.9140625,
192.168.1.109,2196,0.12890625,0.56640625,0.943359375,
192.168.1.109,2198,0.130859375,0.623046875,0.97265625,
192.168.1.109,2201,0.134765625,0.6796875,0.994140625,
192.168.1.109,2204,0.140625,0.724609375,1.017578125,
192.168.1.109,2206,0.134765625,0.771484375,1.04296875,
192.168.1.109,2209,0.134765625,0.806640625,1.068359375,
192.168.1.109,2211,0.13671875,0.853515625,1.103515625,
192.168.1.109,2214,0.134765625,0.873046875,1.126953125,
192.168.1.109,2216,0.142578125,0.884765625,1.146484375,
192.168.1.109,2219,0.150390625,0.900390625,1.119140625,
192.168.1.109,2221,0.12109375,0.87109375,1.080078125,
192.168.1.109,2224,0.126953125,0.908203125,1.14453125,
192.168.1.109,2226,0.125,0.927734375,1.13671875,
192.168.1.109,2229,0.146484375,0.939453125,1.16015625,
192.168.1.109,2232,0.166015625,0.94140625,1.189453125,
192.168.1.109,2234,0.166015625,0.939453125,1.203125,
192.168.1.109,2237,0.166015625,0.9375,1.2109375,
192.168.1.109,2239,0.15625,0.9296875,1.203125,
192.168.1.109,2242,0.15625,0.919921875,1.201171875,
192.168.1.109,2244,0.15234375,0.8984375,1.19140625,
192.168.1.109,2247,0.142578125,0.88671875,1.19140625,
192.168.1.109,2250,0.130859375,0.873046875,1.19140625,
192.168.1.109,2252,0.134765625,0.861328125,1.17578125,
192.168.1.109,2255,0.12109375,0.8515625,1.177734375,
192.168.1.109,2258,0.134765625,0.82421875,1.205078125,
192.168.1.109,2260,0.14453125,0.806640625,1.201171875,
192.168.1.109,2263,0.134765625,0.798828125,1.212890625,
192.168.1.109,2265,0.126953125,0.7890625,1.21875,
192.168.1.109,2268,0.126953125,0.76953125,1.208984375,
192.168.1.109,2272,0.11328125,0.703125,1.240234375,
192.168.1.109,2275,0.111328125,0.66796875,1.2265625,
192.168.1.109,2277,0.126953125,0.625,1.22265625,
192.168.1.109,2279,0.126953125,0.583984375,1.177734375,
192.168.1.109,2283,0.115234375,0.55078125,1.154296875,
192.168.1.109,2286,0.099609375,0.5234375,1.15234375,
192.168.1.109,2288,0.078125,0.5078125,1.140625,
192.168.1.109,2291,0.080078125,0.44140625,1.09375,
192.168.1.109,2293,0.080078125,0.439453125,1.103515625,
192.168.1.109,2296,0.068359375,0.39453125,1.064453125,
192.168.1.109,2298,0.06640625,0.349609375,1.072265625,
192.168.1.109,2301,0.046875,0.322265625,1.0546875,
192.168.1.109,2303,0.041015625,0.287109375,1.001953125,
192.168.1.109,2306,0.041015625,0.240234375,0.978515625,
192.168.1.109,2308,0.02734375,0.18359375,0.955078125,
192.168.1.109,2311,0.013671875,0.12890625,0.955078125,
192.168.1.109,2313,0.009765625,0.0703125,0.951171875,
192.168.1.109,2316,0.009765625,0.015625,0.921875,
192.168.1.109,2318,0.015625,-0.044921875,0.900390625,
192.168.1.109,2321,0.013671875,-0.115234375,0.890625,
192.168.1.109,2323,0.009765625,-0.162109375,0.88671875,
192.168.1.109,2326,0.005859375,-0.212890625,0.884765625,
192.168.1.109,2328,0.001953125,-0.271484375,0.892578125,
192.168.1.109,2331,-0.009765625,-0.3203125,0.888671875,
192.168.1.109,2334,-0.009765625,-0.365234375,0.896484375,
192.168.1.109,2336,-0.013671875,-0.41015625,0.91796875,
192.168.1.109,2339,-0.01171875,-0.45703125,0.927734375,
192.168.1.109,2341,-0.013671875,-0.49609375,0.94140625,
192.168.1.109,2344,-0.009765625,-0.525390625,0.951171875,
192.168.1.109,2346,-0.01171875,-0.556640625,0.9609375,
192.168.1.109,2349,-0.013671875,-0.58984375,0.96484375,
192.168.1.109,2352,-0.0078125,-0.619140625,0.970703125,
192.168.1.109,2354,-0.0234375,-0.650390625,0.9609375,
192.168.1.109,2357,-0.0234375,-0.67578125,0.97265625,
192.168.1.109,2359,-0.02734375,-0.6953125,0.9453125,
192.168.1.109,2362,-0.041015625,-0.708984375,0.9453125,
192.168.1.109,2364,-0.052734375,-0.73046875,0.93359375,
192.168.1.109,2367,-0.05078125,-0.75,0.93359375,
192.168.1.109,2370,-0.078125,-0.765625,0.91015625,
192.168.1.109,2372,-0.10546875,-0.775390625,0.888671875,
192.168.1.109,2375,-0.109375,-0.787109375,0.919921875,
192.168.1.109,2377,-0.08984375,-0.796875,0.8984375,
192.168.1.109,2380,-0.0859375,-0.814453125,0.912109375,
192.168.1.109,2383,-0.08203125,-0.818359375,0.900390625,
192.168.1.109,2385,-0.107421875,-0.8203125,0.92578125,
192.168.1.109,2388,-0.095703125,-0.810546875,0.896484375,
192.168.1.109,2392,-0.099609375,-0.80078125,0.91015625,
192.168.1.109,2394,-0.09765625,-0.79296875,0.919921875,
192.168.1.109,2397,-0.107421875,-0.787109375,0.91796875,
192.168.1.109,2399,-0.09765625,-0.77734375,0.919921875,
192.168.1.109,2402,-0.095703125,-0.748046875,0.935546875,
192.168.1.109,2404,-0.08203125,-0.736328125,0.92578125,
192.168.1.109,2408,-0.072265625,-0.708984375,0.912109375,
192.168.1.109,2410,-0.080078125,-0.697265625,0.947265625,
192.168.1.109,2413,-0.06640625,-0.66015625,0.94140625,
192.168.1.109,2415,-0.048828125,-0.62890625,0.939453125,
192.168.1.109,2418,-0.029296875,-0.591796875,0.919921875,
192.168.1.109,2421,-0.017578125,-0.548828125,0.919921875,
